Prefixo;grupo;codigo_ativo;data_referencia;data_vencimento;percentual_taxa;taxa_compra;taxa_venda;taxa_indicativa;desvio_padrao;val_min_intervalo;val_max_intervalo;pu;percent_pu_par;duration;percent_reune;emissor
gen;IPCA SPREAD;EKTRA6;2026-05-19;2035-08-15;IPCA + 6,8172%;7.958;7.7038;7.8033;0.11;7.69;7.91;1000.057162;91.9;2316.0;5%;ELEKTRO REDES S.A. (*)
gen;DI SPREAD;EKTRB0;2026-05-19;2028-10-15;DI + 1,4400%;1.1432;0.331;0.7424;0.1;0.64;0.84;1025.048701;101.17;426.0;--;ELEKTRO REDES S.A. (*)
gen;IPCA SPREAD;ELET16;2026-05-19;2034-09-15;IPCA + 6,8770%;7.8966;7.6054;7.7236;0.04;7.68;7.76;1044.110701;95.09;1600.0;10%;CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*)
gen;DI SPREAD;ELFA12;2026-05-19;2031-12-13;DI + 3,4000%;;;;;;;441.160393;44.97;;--;ELFA MEDICAMENTOS SA (*) (**)
gen;DI SPREAD;ELPLB8;2026-05-19;2028-05-15;DI + 1,1000%;3.5997;2.2611;2.8327;0.04;2.79;2.87;971.325074;97.02;448.0;--;ELETROPAULO METROP. ELETRIC. DE S.P. S/A (*)
gen;IPCA SPREAD;ELTN15;2026-05-19;2031-04-15;IPCA + 6,3423%;7.9908;7.6518;7.8283;0.05;7.77;7.88;1046.705961;94.28;1065.0;--;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE (*)
gen;DI SPREAD;ELTN16;2026-05-19;2031-09-15;DI + 0,8500%;0.9;0.6736;0.7948;0.02;0.76;0.82;1027.119541;100.2;950.0;--;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE (*)
gen;IPCA SPREAD;ENAT12;2026-05-19;2029-09-17;IPCA + 7,1149%;9.0999;8.702;8.8882;0.08;8.8;8.96;1109.519171;96.55;536.0;--;ENAUTA PARTICIPACOES S.A. (*)
gen;IPCA SPREAD;ENAT14;2026-05-19;2030-06-15;IPCA + 8,0560%;9.0293;8.73;8.899;0.09;8.8;8.99;1102.478822;97.37;861.0;--;ENAUTA PARTICIPACOES S.A. (*)
gen;PREFIXADO;ENAT23;2026-05-19;2030-06-15;PREFIXADO + 13,5733%;;14.5407;14.7068;0.22;14.47;14.93;1022.108173;96.98;775.0;--;3R PETROLEUM OLEO E GAS S.A. (*)
gen;IPCA SPREAD;ENERB7;2026-05-19;2035-09-15;IPCA + 7,0461%;8.2168;7.9337;8.0661;0.05;8.01;8.12;983.160771;93.69;1719.0;5%;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A. (*)
gen;IPCA SPREAD;ENEV15;2026-05-19;2030-06-15;IPCA + 5,5000%;8.0543;7.674;7.8599;0.1;7.75;7.96;1374.271867;94.06;694.0;5%;ENEVA S.A.
gen;IPCA SPREAD;ENEV18;2026-05-19;2032-07-15;IPCA + 6,5254%;8.2332;7.8862;7.9813;0.06;7.91;8.05;1134.998732;94.3;1083.0;45%;ENEVA S.A. (*)
gen;IPCA SPREAD;ENEV29;2026-05-19;2037-09-15;IPCA + 7,0000%;8.235;7.8998;8.1012;0.07;8.02;8.17;1117.183039;92.73;1839.0;--;ENEVA S.A. (*)
gen;DI SPREAD;ENEV48;2026-05-19;2032-07-15;DI + 2,0000%;1.0;0.6747;0.8319;0.05;0.77;0.88;1096.569045;104.11;888.0;--;ENEVA S.A. (*)
gen;DI SPREAD;ENEVA3;2026-05-19;2029-12-15;DI + 0,9000%;0.7379;0.6146;0.6757;0.03;0.63;0.71;1068.906676;100.6;687.0;--;ENEVA S.A. (*)
gen;DI SPREAD;ENGIA7;2026-05-19;2027-10-20;DI + 1,5000%;0.6057;0.3225;0.4807;0.08;0.39;0.56;1020.314115;100.88;219.0;--;ENERGISA S/A
gen;IPCA SPREAD;ENGIB9;2026-05-19;2033-09-15;IPCA + 6,4526%;8.2253;7.9583;8.108;0.05;8.05;8.16;1057.858291;92.31;1298.0;45%;ENERGISA S/A
gen;IPCA SPREAD;ENMTA4;2026-05-19;2031-10-15;IPCA + 6,0872%;8.2236;7.9664;8.1233;0.08;8.04;8.2;1186.675473;92.91;970.0;10%;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.
gen;IPCA SPREAD;ENMTC6;2026-05-19;2040-10-15;IPCA + 7,1146%;8.0383;7.7588;7.9451;0.07;7.86;8.02;970.570931;93.47;2178.0;--;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A. (*)
gen;IPCA SPREAD;ENSEB5;2026-05-19;2041-02-15;IPCA + 6,5500%;8.0394;7.8122;7.9251;0.09;7.83;8.01;917.349194;89.08;2232.0;--;ENERGISA SERGIPE - DIST.DE ENERGIA S/A (*)
gen;IPCA SPREAD;EQPA18;2026-05-19;2036-12-15;IPCA + 7,7477%;8.3397;8.0046;8.1466;0.07;8.07;8.22;1082.302365;97.64;1619.0;15%;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A. (*)
gen;IPCA SPREAD;EQTR21;2026-05-19;2039-04-15;IPCA + 4,8500%;8.425;8.2616;8.3482;0.05;8.29;8.4;1126.089846;80.9;1564.0;--;EQUATORIAL TRANSMISSORA 8 SPE S.A.
gen;IPCA SPREAD;EQUA11;2026-05-19;2036-03-15;IPCA + 4,9173%;8.2157;8.0353;8.1447;0.11;8.02;8.26;987.201447;87.47;1083.0;--;EQUATORIAL TRANSMISSAO S.A (*)
gen;DI SPREAD;ERDVA3;2026-05-19;2028-10-15;DI + 1,8500%;1.9858;1.3488;1.8013;0.13;1.66;1.93;1014.33858;100.08;424.0;--;ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*)
gen;DI SPREAD;ERDVB3;2026-05-19;2030-10-15;DI + 2,3500%;1.4635;1.15;1.3266;0.03;1.28;1.36;1041.624173;102.72;676.0;--;ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*)
gen;DI SPREAD;ESCEA3;2026-05-19;2028-02-19;DI + 0,9000%;0.8071;0.271;0.5282;0.04;0.48;0.57;1039.728513;100.42;287.0;45%;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA SA (*)
gen;IPCA SPREAD;ETEN21;2026-05-19;2028-12-15;IPCA + 5,1410%;8.2563;8.021;8.1277;0.04;8.08;8.17;1461.062259;95.95;368.0;--;ENERGISA TRANSMISSAO DE ENERGIA S.A
gen;DI SPREAD;EUFA18;2026-05-19;2028-09-11;DI + 0,9300%;1.2628;1.019;1.1183;0.03;1.08;1.15;1023.151024;99.63;500.0;15%;EUROFARMA LABORATÓRIOS S/A (*) (**)
gen;DI SPREAD;FENS12;2026-05-19;2031-03-22;DI + 0,7500%;0.7077;0.4894;0.603;0.03;0.57;0.63;1015.554915;100.52;904.0;--;FERROVIA NORTE SUL S/A (*)
gen;IPCA SPREAD;FEPS11;2026-05-19;2040-01-15;IPCA + 8,6895%;8.9349;8.7296;8.8293;0.01;8.8;8.84;1091.85496;99.35;1256.0;--;FARO ENERGY PROJ. SOL. HOL. IV S.A (*)
gen;DI SPREAD;FISI15;2026-05-19;2030-07-15;DI + 0,8500%;1.7;1.1503;1.3946;0.06;1.32;1.46;1035.378075;98.67;622.0;--;FISIA COMERCIO DE PRODUTOS ESPORTIVOS S.A. (*)
gen;DI SPREAD;FLCLA4;2026-05-19;2027-08-22;DI + 1,6000%;0.5591;0.3844;0.4879;0.05;0.43;0.54;1043.959053;100.78;180.0;--;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S.A.
gen;IPCA SPREAD;FLCLA9;2026-05-19;2035-10-15;IPCA + 7,2318%;8.2327;8.004;8.1357;0.03;8.09;8.17;979.907632;94.36;1729.0;--;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S.A. (*)
gen;IPCA SPREAD;FLCLB9;2026-05-19;2040-10-15;IPCA + 7,1146%;8.0641;7.8287;7.9871;0.07;7.91;8.06;967.313703;93.16;2176.0;5%;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S.A. (*)
gen;DI SPREAD;FLRY29;2026-05-19;2031-05-17;DI + 0,6700%;1.107;0.4293;0.7094;0.01;0.69;0.72;999.219919;99.86;863.0;--;FLEURY S/A (*)
gen;IPCA SPREAD;GASC15;2026-05-19;2034-03-15;IPCA + 5,7970%;9.2447;8.8109;8.9534;0.09;8.85;9.05;930.714371;83.22;1551.0;10%;RUMO MALHA PAULISTA S/A (*) (**)
gen;IPCA SPREAD;GASC18;2026-05-19;2037-03-15;IPCA + 7,4742%;9.1455;8.6749;8.9128;0.1;8.8;9.02;967.983697;90.86;1794.0;--;RUMO MALHA PAULISTA S/A (*)
gen;IPCA SPREAD;GASP19;2026-05-19;2031-08-15;IPCA + 5,1216%;8.1357;7.8697;8.0118;0.03;7.97;8.05;1184.863408;90.28;944.0;--;COMPANHIA DE GAS DE SÃO PAULO - COMGAS
gen;DI SPREAD;GGBRA9;2026-05-19;2032-06-04;DI + 0,6500%;0.7087;0.3053;0.5231;0.05;0.47;0.57;1070.980347;100.5;997.0;--;GERDAU S/A (*)
gen;DI SPREAD;HAPV19;2026-05-19;2032-05-16;DI + 1,0500%;5.7942;4.1909;5.0373;0.37;4.65;5.41;854.79637;85.43;1005.0;45%;HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*)
gen;DI SPREAD;HBSA12;2026-05-19;2026-05-20;DI + 2,1500%;1.6;1.2104;1.4113;0.01;1.39;1.43;1056.592428;100.46;1.0;--;HIDROVIAS DO BRASIL S.A. (*)
gen;DI SPREAD;HBSA14;2026-05-19;2028-06-11;DI + 0,5000%;0.8;0.4053;0.6018;0.0;0.59;0.6;1060.035353;99.82;440.0;--;HIDROVIAS DO BRASIL S.A. (*)
gen;DI SPREAD;HYPEC0;2026-05-19;2030-08-15;DI + 0,7500%;1.1;0.8122;0.9426;0.03;0.9;0.98;1029.898221;99.44;727.0;--;HYPERA S/A (*)
gen;DI SPREAD;IOCHA3;2026-05-19;2030-04-02;DI + 1,6000%;1.7356;1.3677;1.5072;0.08;1.42;1.58;1020.405632;100.21;590.0;50%;IOCHPE-MAXION S/A (*) (**)
gen;IPCA SPREAD;IRJS15;2026-05-19;2044-02-15;IPCA + 7,1303%;11.0705;10.75;10.9337;0.03;10.89;10.97;1000.062393;78.01;1709.0;15%;IGUA RIO DE JANEIRO S.A. (*)
gen;IPCA SPREAD;ISAEA9;2026-05-19;2035-06-15;IPCA + 6,7000%;7.8058;7.4132;7.5922;0.12;7.47;7.71;1020.785358;92.76;2273.0;--;ISA ENERGIA BRASIL S.A. (*)
gen;IPCA SPREAD;ISAEB8;2026-05-19;2033-03-15;IPCA + 7,4118%;7.9181;7.6259;7.7674;0.04;7.72;7.8;1048.015694;98.33;1278.0;--;ISA ENERGIA BRASIL S.A. (*)
gen;DI SPREAD;ISPE12;2026-05-19;2029-06-01;DI + 2,5000%;2.7928;2.3;2.55;0.0;2.55;2.55;1252.426564;99.9;503.0;--;IGUA SERGIPE S.A. (*)
gen;IPCA SPREAD;ITPO14;2026-05-19;2036-11-15;IPCA + 6,2878%;8.1036;7.8486;7.9688;0.02;7.94;7.99;1368.373323;91.96;1328.0;10%;ITAPOA TERMINAIS PORTUÁRIOS S/A (*)
gen;IPCA SPREAD;ITPO15;2026-05-19;2040-05-15;IPCA + 7,4000%;8.0872;7.8499;7.9481;0.06;7.88;8.01;1012.092897;96.97;1512.0;5%;ITAPOA TERMINAIS PORTUÁRIOS S/A (*)
gen;IPCA SPREAD;LIGHB4;2026-05-19;2032-11-13;IPCA + 5,0000%;;;;;;;74.364817;66.49;;45%;LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**)
gen;IPCA SPREAD;LIGHD3;2026-05-19;2037-11-13;IPCA + 3,0000%;;;;;;;;;;--;LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**)
gen;DI SPREAD;LMTPA1;2026-05-19;2028-01-17;DI + 1,5000%;2.2485;1.0377;1.6315;0.12;1.5;1.75;1048.21939;99.81;367.0;--;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A. (*)
gen;DI SPREAD;LOGGB1;2026-05-19;2027-07-11;DI + 1,6500%;1.2476;0.5055;0.8844;0.04;0.84;0.92;264.67029;100.44;149.0;--;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S/A (*)
gen;IPCA SPREAD;LORTA7;2026-05-19;2031-03-15;IPCA + 5,4702%;9.9572;9.5532;9.7527;0.05;9.7;9.8;1163.732049;85.89;956.0;--;LOCALIZA RENT A CAR
gen;IPCA SPREAD;LTTE15;2026-05-19;2038-10-15;IPCA + 5,0900%;8.1604;7.8041;7.8799;0.2;7.67;8.08;1076.682068;87.19;1274.0;--;LINHAS DE TAUBATE TRANS.DE ENERGIA S/A (*) (**)
gen;DI SPREAD;LVTC12;2026-05-19;2027-06-15;DI + 2,3000%;2.6459;1.213;2.2906;0.13;2.15;2.42;641.130417;100.0;131.0;--;LIVETECH DA BAHIA INDUSTRIA E COMERCIO S/A (*) (**)
gen;DI SPREAD;MATD12;2026-05-19;2031-05-15;DI + 0,9500%;1.0456;0.5173;0.8278;0.08;0.74;0.91;1005.281037;100.41;858.0;--;HOSPITAL MATER DEI S.A. (*)
gen;DI SPREAD;MNLT11;2026-05-19;2026-10-15;DI + 1,7500%;1.233;0.6599;0.8805;0.04;0.83;0.92;1017.031242;100.35;104.0;--;MNLT S.A.
gen;DI SPREAD;MOTVA8;2026-05-19;2030-05-15;DI + 0,5700%;0.7;0.5267;0.6226;0.02;0.6;0.64;999.466594;99.83;793.0;--;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A. (*)
gen;IPCA SPREAD;MRSAA1;2026-05-19;2033-09-15;IPCA + 6,2414%;8.0017;7.7542;7.8532;0.08;7.76;7.94;1048.751816;91.51;1474.0;--;MRS LOGÍSTICA S/A (*)
gen;IPCA SPREAD;MRSAA3;2026-05-19;2032-07-15;IPCA + 7,2638%;7.9414;7.6383;7.7598;0.07;7.68;7.83;1039.535191;97.74;1243.0;--;MRS LOGÍSTICA S/A (*)
gen;IPCA SPREAD;MSGT33;2026-05-19;2041-11-15;IPCA + 6,2339%;7.9171;7.5634;7.7458;0.08;7.66;7.82;995.766405;88.42;2150.0;--;MATA DE SANTA GENEBRA TRANSMISSÃO S/A (*)
gen;DI SPREAD;MULTB5;2026-05-19;2034-10-15;DI + 0,8000%;0.8;0.6269;0.7128;0.02;0.68;0.74;1016.710305;100.4;1178.0;40%;MULTIPLAN EMPREENDIMENTOS IMOBILIÁRIOS S/A (*) (**)
gen;IPCA SPREAD;MVLV16;2026-05-19;2028-06-15;IPCA + 7,1702%;;;;;;;;;;--;MOVIDA PARTICIPACOES S/A (*)
gen;DI SPREAD;MVLVA1;2026-05-19;2027-12-22;DI + 2,9000%;2.7638;2.1256;2.4224;0.21;2.21;2.63;714.881671;100.44;242.0;--;MOVIDA PARTICIPACOES S/A (*)
gen;IPCA SPREAD;NTEN11;2026-05-19;2030-05-15;IPCA + 7,2500%;13.9615;12.5171;13.2779;0.16;13.11;13.44;916.137266;89.08;523.0;10%;NORTE ENERGIA S/A
gen;DI SPREAD;NTSD16;2026-05-19;2029-02-15;DI + 1,2000%;0.8951;0.6876;0.7914;0.01;0.77;0.8;730.192603;100.93;577.0;--;NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*)
gen;DI SPREAD;NTSD36;2026-05-19;2034-02-15;DI + 1,7000%;1.1676;0.8838;1.0335;0.03;0.99;1.06;1067.267567;102.82;1072.0;5%;NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*)
gen;IPCA SPREAD;NTSDA1;2026-05-19;2041-03-15;IPCA + 6,3198%;7.5149;7.3733;7.4369;0.06;7.37;7.5;934.437988;90.83;2285.0;5%;NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*)
gen;DI SPREAD;OMGE15;2026-05-19;2029-06-15;DI + 1,6500%;;;1.3732;0.07;1.29;1.45;1072.668642;100.65;603.0;--;OMEGA GERAÇÃO S/A (*) (**)
gen;IPCA SPREAD;OMGE41;2026-05-19;2027-05-15;IPCA + 5,0000%;8.5446;7.9091;8.1065;0.22;7.88;8.33;1418.752726;97.2;244.0;--;OMEGA GERAÇÃO S/A
gen;IPCA SPREAD;OMNG12;2026-05-19;2029-12-15;IPCA + 7,1096%;8.2166;7.7788;7.9518;0.1;7.85;8.05;758.384202;98.72;412.0;--;OMEGA ENERGIA E IMPLANTACAO 2 S.A.
gen;DI SPREAD;ONCO19;2026-05-19;2027-11-25;DI + 1,6200%;;;;;;;685.468274;64.66;;--;ONCOCLINICAS DO BRASIL SERVICOS MEDICOS S.A. (*) (**)
gen;DI SPREAD;OPCT17;2026-05-19;2030-07-27;DI + 2,0000%;1.6791;1.368;1.525;0.0;1.52;1.52;1021.075535;101.17;629.0;--;OCEANPACT SERVICOS MARITIMOS S.A.  (*)
gen;PREFIXADO;ORIG21;2026-05-19;2035-12-15;PREFIXADO + 14,1500%;;16.8353;16.8744;0.26;16.6;17.14;955.613275;90.48;1046.0;--;ORIGEM ENERGIA S.A (*)
gen;DI SPREAD;ORMA17;2026-05-19;2035-12-15;DI + 1,4500%;1.5191;1.35;1.4405;0.01;1.42;1.45;1060.097879;100.04;1118.0;--;ORIZON MEIO AMBIENTE S.A.
gen;DI SPREAD;OVSAA8;2026-05-19;2029-06-10;DI + 2,7000%;2.8277;2.4526;2.6729;0.18;2.48;2.85;1072.904963;100.05;509.0;35%;UNIDAS LOCACOES E SERVICOS S.A. (*)
gen;DI SPREAD;OVSAA9;2026-05-19;2029-11-18;DI + 2,5000%;2.8738;2.3738;2.625;0.15;2.47;2.77;997.631996;99.7;620.0;--;UNIDAS LOCACOES E SERVICOS S.A. (*)
gen;IPCA SPREAD;PALFA7;2026-05-19;2035-09-15;IPCA + 6,8967%;7.9844;7.7403;7.8191;0.05;7.76;7.87;989.880333;94.68;1593.0;45%;COMPANHIA PAULISTA DE FORÇA E LUZ (*)
gen;DI SPREAD;PALFA8;2026-05-19;2026-12-19;DI + 0,3000%;0.4151;0.25;0.3371;0.02;0.31;0.35;1049.502849;99.97;149.0;--;COMPANHIA PAULISTA DE FORÇA E LUZ (*)
gen;IPCA SPREAD;PETR38;2026-05-19;2045-06-15;IPCA + 6,8431%;7.3445;6.9334;7.0877;0.06;7.02;7.15;1044.681383;97.66;2593.0;--;PETRÓLEO BRASILEIRO S/A - PETROBRAS (*)
gen;DI SPREAD;PFOR16;2026-05-19;2030-07-15;DI + 1,4500%;1.5651;1.3023;1.4139;0.02;1.39;1.43;1052.347329;100.09;697.0;45%;PRIO FORTE S.A (*)
gen;DI SPREAD;PFOR26;2026-05-19;2032-07-15;DI + 1,6000%;1.6821;1.4491;1.5564;0.01;1.54;1.57;1053.518601;100.16;946.0;--;PRIO FORTE S.A (*)
gen;DI SPREAD;PLSB2A;2026-05-19;2028-10-15;DI + 1,5500%;1.5;1.1045;1.3139;0.02;1.29;1.33;823.357248;100.31;344.0;--;AUTOPISTA LITORAL SUL S/A. (*)
gen;DI SPREAD;PRLG17;2026-05-19;2030-04-10;DI + 1,2000%;1.4;0.9993;1.145;0.1;1.03;1.25;1016.421196;100.16;762.0;40%;PROLAGOS S/A - C.S.PUBL. DE ÁGUA E ESGOTO (*)
gen;DI SPREAD;RADL15;2026-05-19;2029-01-25;DI + 1,4900%;0.8;0.4726;0.6388;0.05;0.58;0.69;1063.312222;101.56;464.0;--;RAIA DROGASIL S/A (*)
gen;DI SPREAD;RADLA1;2026-05-19;2032-11-10;DI + 0,4400%;0.8038;0.4431;0.6275;0.06;0.56;0.68;995.522017;99.22;1052.0;--;RAIA DROGASIL S/A (*)
gen;DI SPREAD;RDORB3;2026-05-19;2032-05-15;DI + 1,9000%;1.3;1.0019;1.15;0.0;1.14;1.15;1028.18962;102.69;909.0;--;REDE DOR SÃO LUIZ S/A (*) (**)
gen;DI SPREAD;RDORB5;2026-05-19;2032-10-15;DI + 1,9500%;1.3764;1.1085;1.245;0.04;1.2;1.28;1042.051497;102.8;1008.0;--;REDE DOR SÃO LUIZ S/A (*)
gen;DI SPREAD;RDORC9;2026-05-19;2031-08-20;DI + 1,9000%;1.2006;0.9761;1.0525;0.02;1.03;1.07;1064.463744;102.63;786.0;45%;REDE DOR SÃO LUIZ S/A (*)
gen;DI SPREAD;RDORD7;2026-05-19;2030-02-20;DI + 1,7000%;1.2274;0.8623;1.0332;0.04;0.99;1.07;1054.307296;101.7;647.0;--;REDE DOR SÃO LUIZ S/A (*)
gen;DI SPREAD;RDORG6;2026-05-19;2032-08-20;DI + 1,0000%;1.3005;1.0629;1.1845;0.02;1.15;1.21;1027.230441;99.24;1038.0;40%;REDE DOR SÃO LUIZ S/A (*)
gen;DI SPREAD;RDORI6;2026-05-19;2040-08-20;DI + 1,5500%;1.482;1.2388;1.3606;0.02;1.34;1.38;1047.579051;101.08;1464.0;35%;REDE DOR SÃO LUIZ S/A (*)
gen;DI SPREAD;RENTA5;2026-05-19;2033-08-11;DI + 2,3500%;1.4657;1.3099;1.3623;0.06;1.29;1.43;1082.44765;103.92;1006.0;50%;LOCALIZA RENT A CAR (*)
gen;IPCA SPREAD;RESA27;2026-05-19;2032-03-15;IPCA + 5,9645%;;;;;;;521.841738;41.63;;--;RAIZEN ENERGIA S/A (*) (**)
gen;IPCA SPREAD;ROTY13;2026-05-19;2031-03-15;IPCA + 6,9109%;7.9538;7.6757;7.8328;0.03;7.8;7.86;986.576246;96.52;1037.0;--;CONCESSIONARIA ROTA SOROCABANA SA (*)
gen;IPCA SPREAD;RSAN26;2026-05-19;2039-09-15;IPCA + 7,4224%;10.3405;8.9681;9.3666;0.52;8.84;9.89;954.502421;86.59;1978.0;--;COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN (*)
gen;IPCA SPREAD;RUMOA2;2026-05-19;2029-02-15;IPCA + 4,5000%;9.252;8.8438;9.0504;0.06;8.98;9.11;1392.689473;93.24;410.0;10%;RUMO S/A
gen;IPCA SPREAD;RUMOB5;2026-05-19;2035-12-15;IPCA + 4,0000%;9.1721;8.7227;8.9261;0.13;8.78;9.06;1001.540197;72.21;1729.0;--;RUMO S/A (*) (**)
gen;IPCA SPREAD;SABP12;2026-05-19;2043-11-15;IPCA + 7,3274%;;10.0497;10.9726;0.03;10.94;11.0;1072.12516;79.87;1611.0;35%;RIO+ SANEAMENTO BL3 S.A (*)
gen;DI SPREAD;SAPRB1;2026-05-19;2027-01-15;DI + 0,8800%;1.1169;0.667;0.8865;0.17;0.71;1.05;524.659792;99.99;157.0;--;COMPANHIA DE SANEAMENTO DO PARANA - SANEPAR (*) (**)
gen;DI SPREAD;SAPRB4;2026-05-19;2030-01-15;DI + 1,0500%;0.8849;0.5907;0.663;0.14;0.52;0.8;1061.286737;101.08;706.0;45%;COMPANHIA DE SANEAMENTO DO PARANA - SANEPAR (*)
gen;DI SPREAD;SAPRC1;2026-05-19;2028-04-15;DI + 1,9000%;1.7005;1.4344;1.53;0.11;1.41;1.64;1019.848118;100.61;428.0;35%;COMPANHIA DE SANEAMENTO DO PARANA - SANEPAR (*)
gen;IPCA SPREAD;SAVI13;2026-05-19;2031-09-15;IPCA + 5,9548%;8.5817;8.2719;8.4753;0.09;8.38;8.56;629.45796;93.21;746.0;--;SANTA VITÓRIA DO PALMAR ENERGIAS RENOVÁVEIS S.A.
gen;IPCA SPREAD;SBSPB6;2026-05-19;2027-07-15;IPCA + 4,6500%;7.9156;7.5027;7.7358;0.05;7.68;7.78;1435.132652;96.83;278.0;35%;CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*) (**)
gen;DI SPREAD;SBSPC1;2026-05-19;2034-02-20;DI + 1,3100%;0.8629;0.65;0.7596;0.02;0.73;0.78;1060.224304;102.36;1084.0;--;CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*)
gen;DI SPREAD;SBSPD2;2026-05-19;2026-09-10;DI + 0,3000%;0.3345;0.15;0.2502;0.02;0.22;0.27;1026.516569;100.01;80.0;--;CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*) (**)
gen;DI SPREAD;SBSPF8;2026-05-19;2028-07-15;DI + 1,6000%;1.1027;0.5491;0.8369;0.19;0.64;1.02;1063.268568;101.08;362.0;--;CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*)
gen;IPCA SPREAD;SBSPI8;2026-05-19;2036-02-15;IPCA + 6,2907%;7.829;7.56;7.6834;0.04;7.64;7.72;939.350835;90.97;1813.0;35%;CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*)
gen;IPCA SPREAD;SBSPJ8;2026-05-19;2038-02-15;IPCA + 6,3507%;7.7901;7.558;7.6625;0.03;7.62;7.69;933.357994;90.38;2052.0;--;CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*)
gen;IPCA SPREAD;SBSPK8;2026-05-19;2041-02-15;IPCA + 6,2467%;7.7046;7.4307;7.6082;0.05;7.55;7.66;918.799438;88.99;2269.0;--;CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*)
gen;IPCA SPREAD;SMTO14;2026-05-19;2032-01-15;IPCA + 5,9741%;8.7275;8.2313;8.4454;0.21;8.22;8.66;1113.235653;89.63;1188.0;--;SAO MARTINHO S/A
gen;IPCA SPREAD;SMTO24;2026-05-19;2037-01-15;IPCA + 6,1076%;8.4305;8.1965;8.2872;0.13;8.15;8.41;1074.061562;86.44;1777.0;--;SAO MARTINHO S/A
gen;IPCA SPREAD;SPRZ11;2026-05-19;2030-09-15;IPCA + 6,7968%;7.7075;7.41;7.5311;0.23;7.3;7.76;694.460259;98.68;484.0;--;ESPERANZA TRANSMISSORA DE ENERGIA S.A (*)
gen;IPCA SPREAD;SRNA11;2026-05-19;2035-03-15;IPCA + 8,2427%;9.2209;8.716;8.9977;0.04;8.95;9.04;1026.309855;96.04;1457.0;--;SERENA ENERGIA S.A (*)
gen;IPCA SPREAD;SRTI11;2026-05-19;2032-12-15;IPCA + 7,0916%;8.3167;8.1507;8.2234;0.03;8.18;8.25;796.557941;96.97;731.0;--;SERTÃO I SOLAR ENERGIA SPE S.A.
gen;IPCA SPREAD;STBP35;2026-05-19;2034-08-15;IPCA + 6,3936%;7.8581;7.5139;7.601;0.12;7.47;7.72;1037.496142;93.69;1446.0;5%;SANTOS BRASIL PARTICIPAÇÕES S/A (*)
gen;IPCA SPREAD;STRZ11;2026-05-19;2039-03-15;IPCA + 6,9343%;8.0832;7.9524;8.0364;0.05;7.97;8.09;1017.285604;94.48;1377.0;--;VENTOS DE SANTA TEREZA 07 ENERGIAS RENOVAVEIS S.A. (*)
gen;IPCA SPREAD;SUZBA0;2026-05-19;2038-09-15;IPCA + 6,1889%;7.6228;7.3091;7.4507;0.04;7.4;7.49;1043.748512;90.85;2024.0;5%;SUZANO S.A. (*)
gen;IPCA SPREAD;TAEEA2;2026-05-19;2036-05-15;IPCA + 4,7605%;7.7972;7.4957;7.6537;0.06;7.59;7.71;1093.977686;82.01;1808.0;--;TRANS. ALIANÇA DE ENERGIA ELÉTRICA S/A
gen;DI SPREAD;TAEEA5;2026-05-19;2029-03-15;DI + 0,6300%;0.7657;0.4629;0.6051;0.02;0.57;0.63;1025.215957;100.05;592.0;--;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A. (*)
